glare,?NNNN,bingo,N?YYN,fungi,YYYYY
flock,NNNYN,dutch,?N?YN,edict,YYYYY
frill,?YNNN,gruff,YYNYN,graft,YYYYY
feign,NYYYY,deign,YYYYY
easel,?NN?N,brute,N?NN?,decry,N?NYY,fiery,YYYYY
flock,Y?NNN,frill,YNN??,false,YYYYY
charm,NN??N,apron,YN?NN,aider,YNNN?,artsy,YYYYY
heavy,N?NNN,curse,NN?N?,freed,YYYYN,freer,YYYYY
conic,?N?N?,enact,YYYYY
golem,NNNNN,brand,YNNN?,biddy,YNYYY,buddy,YYYYY
grain,N?NNN,blurt,YN??Y,burst,YYYYY
fjord,NNN?N,ether,NN?N?,harsh,N??NY,graph,YYYYY
allow,?NNNN,bathe,Y?N?N,brash,YYYYY
gloat,NNNNN,fussy,NNNNY,briny,??NNY,derby,YYYYY
briar,N?N??,carve,NYYN?,earth,YYYNN,early,YYYYY
bleed,YNNYN,boxer,YNNYN,bicep,YYYYY
grant,NN?NN,ample,YNN??,abled,YNYYN,alley,YYYYY
deuce,NN?NN,fully,NYNNN,gusto,YYNNN,guava,YYYYY
comet,NNNN?,dusty,NYNYY,aunty,YYYYY
brine,NNNNY,chute,YNNYY,caste,YYYYY
freer,NN??N,delve,?YNNN,heady,NYYYY,beady,YYYYY
flown,NYNN?,blink,NYNYN,gland,?YYYN,clang,YYYYY
arise,YYNYY,arose,YYYYY
fresh,?NNNN,cliff,NYNYN,aloft,YYYYY
bloat,NN??Y,ascot,????Y,coast,YYYYY
cider,NN?NN,datum,??NYN,aloud,YYYYY
bused,NNN??,adore,N?NN?,deity,Y?N?N,dwelt,YYYYY
adobe,NNNN?,crest,YYYNN,creep,YYYYN,creek,YYYYY
blond,NNNNN,agape,N?NN?,grief,YYNYN,greet,YYYYY
grain,N??NN,earth,NYYNN,carry,YYYNN,carol,YYYYY
fifty,NNNNY,angry,YYNNY,annoy,YYYYY
budge,NNNNN,foamy,?N?NN,affix,YYYYY
duchy,N?NNN,erupt,N??NN,forum,Y??YN,flour,YYYYY
bland,YN?NN,barge,YYNNY,bathe,YY?NY,baste,YYYYY
agent,NNNNY,crust,NN?NY,built,N?N?Y,flout,YYYYY
curio,NNN?Y,bingo,NYYYY,dingo,YYYYY
apnea,N?NNN,gypsy,YN?NN,group,YYYYY
canal,Y???N,china,YNNY?,crane,YYYYN,crank,YYYYY
allow,YNNNN,aider,YNNNN,abyss,YN?NN,aunty,YYYYY
fruit,NNN?Y,hoist,NNYYY,exist,YYYYY
dealt,?NNNN,found,NYYYY,hound,NYYYY,bound,YYYYY
excel,?NNYN,green,NYYYN,breed,NYYYY,freed,YYYYY
flood,NNYYN,crook,NYYYN,groom,NYYYY,broom,YYYYY
evade,NNN?N,dilly,YYNNN,ditch,YYYNN,ditto,YYYYY
dwelt,NN??N,bluer,N?Y?N,equal,YYYYY
agate,YNNNN,annoy,Y??NN,admin,YYYYY
globe,NN?NN,foamy,YYNNN,foist,YYN?N,focus,YYYYY
frown,NNNNY,clean,YNN?Y,cabin,Y?NYY,chain,YYYYY
blare,YNY?N,brand,YYY?N,brawn,YYYNY,brain,YYYYY
foyer,NNNN?,blurt,NNN?N,crash,Y??NN,circa,YYYYY
deign,NNNNN,hotly,NNN?Y,balmy,N?YNY,allay,YYYYY
faith,NNN?N,erupt,NNYNY,count,NYYNY,doubt,YYYYY
dress,NNNNN,billy,NYYYY,hilly,NYYYY,filly,YYYYY
crust,N?NNN,genre,NYN?N,feral,NY?YN,debar,YYYYY
foist,NNNNY,blurt,NNNYY,apart,NNNYY,exert,YYYYY
glean,NNNNN,curio,YNNY?,comic,YYYYY
depot,YNN?N,dolly,Y?NNN,disco,YYNNY,dingo,YYYYY
angle,NNNYN,fully,NYYYY,dully,NYYYY,bully,YYYYY
blood,NNYNY,avoid,NNYNY,chord,NNY?Y,frond,YYYYY
allot,NNNNN,bring,NN?NN,dizzy,N?NNN,equip,YYYYY
guest,NNNNY,drift,N?NNY,apart,NNYYY,chart,YYYYY
beady,YYNNY,beefy,YYNNY,belly,YYNNY,berry,YYYYY
arise,NYYNY,bride,NYYNY,grime,YYYNY,gripe,YYYYY
fungi,NNN?N,agora,N?YNN,gooey,YYY?N,goose,YYYYY
dingo,?NNNN,elder,NNYNN,buddy,NNYYY,caddy,YYYYY
gassy,NNNNN,endow,NNN?N,botch,YY?NY,booth,YYYYY
bring,N?NNN,aware,?N???,early,?YYNN,harem,YYYYY
fiend,NNNNY,chard,YNNNY,could,Y???Y,cloud,YYYYY
fatty,YNNNN,fungi,YNNN?,flier,YN???,fibre,YYYYY
cocoa,NNNNN,eight,NNNNN,flunk,YN?YN,funny,YYYYY
blame,NYYNN,class,NYYYN,flask,YYYYN,flash,YYYYY
draft,NNNNY,event,NNNNY,bigot,NN??Y,ghost,YYYYY
beefy,NNN?N,focal,Y??N?,flock,YYYYY
alibi,N?NNN,folly,NY??N,hovel,NYNYY,dowel,YYYYY
aware,NNN?N,furor,NNY?N,corny,NYYYY,horny,YYYYY
baler,NNNNN,dusky,?NNNN,condo,YYYYY
borax,N?N?N,anode,Y?YNY,alone,YNYYY,atone,YYYYY
batch,N?NNN,gravy,NYYNN,drake,YYYNY,drape,YYYYY
drunk,N?NNN,earth,NYYNN,carol,YYYNN,carry,YYYYY
cheat,NNN?Y,allot,YYN?Y,aloft,YYYYY
blown,?NNNN,cabby,N?YNN,debar,N?Y?Y,amber,YYYYY
angry,N???N,green,YYNNY,groin,YYYNY,grown,YYYYY
chair,NN?NN,dally,N?NYY,aptly,YYNYY,apply,YYYYY
bilge,N??NN,chill,YYYYN,chili,YYYYN,child,YYYYY
argue,?NN?N,haunt,NY?NN,bayou,YYYYY
civil,?YNNN,finch,NYNYN,disco,YYYYY
basal,NN?NN,ghost,NN??N,focus,YYYYY
arise,YNYNN,axial,YNYYN,avian,YYYYY
hardy,NNNNY,boney,NNYNY,funky,YYYNY,funny,YYYYY
heist,N?NNN,force,N??NY,drove,YYYNY,drone,YYYYY
condo,NYN?N,dowry,?YNNY,godly,YYYYY
ditto,N?NNN,briar,N?Y??,hairy,N?YYN,afire,YYYYY
drier,NNN?N,cheat,NN?NN,glove,N??NY,boule,YYYYY
cumin,N?NNN,abuse,N??N?,debug,YYYYN,debut,YYYYY
bagel,NNN?N,chest,N????,ethos,YYYYY
carve,?YNNN,batch,NYNYN,fancy,YYYYY
baggy,N???N,gloat,?YN?N,clang,YYYYY
array,NNNNN,count,N?NN?,extol,YN?YN,ethos,YYYYY
denim,?NNYN,acrid,NNNYY,fluid,YYYYY
heist,NNNNN,dandy,?YNYY,caddy,YYYYY
belie,NNN?N,chirp,YYYNN,china,YYYNN,chick,YYYYY
arena,NN?NN,elite,YYNNN,elbow,YYYYY
buxom,NNNY?,demon,NNYYN,armor,YYYYY
gamer,N?N?N,beady,N??NN,eclat,??NYY,cheat,YYYYY
detox,YN?NN,draft,Y?NN?,dirty,YYYYY
gummy,NN??N,claim,NNNNY,broom,YN?YY,bosom,YYYYY
eater,?NN??,grove,N?NYY,curve,YYYYY
caulk,N?NNN,graft,NN?NN,axion,?NNNN,essay,YYYYY
egret,?NY??,forte,NNYY?,berth,YYYYY
dogma,??NNN,credo,Y?N??,chord,YYYYY
chide,NN?NN,final,Y?NNN,fruit,YYYYY
erect,NNYNN,gleam,NYYNN,flesh,NYYNN,blend,YYYYY
delve,NN?NN,coyly,NNN?N,flair,NY?NY,altar,YYYYY
globe,NNNNN,chard,NNN??,drink,YYNYY,drunk,YYYYY
dowry,NNNNN,cleft,NYY?N,flesh,YYYYY
given,NNNNN,happy,N?NNY,foray,YYN?Y,foamy,YYYYY
cobra,N?NNN,flout,NN?NN,enjoy,YYNYN,endow,YYYYY
fatty,NNNNN,bible,N?NNN,going,NNYYN,drink,YYYYY
flail,?N?NY,awful,YN?YY,afoul,YYYYY
ghost,?NNNY,digit,NNYNY,beget,YYYNY,begat,YYYYY
buyer,NNN?N,clove,NNNYY,heave,YYYYY
burly,NNNNN,event,YNN?N,endow,YYYYY
begin,NNNNN,frock,YN?NN,folly,YYNNY,foamy,YYYYY
clown,NYNNN,blaze,NYNN?,flyer,NY??N,elegy,YYYYY
earth,?NNNN,begun,N?NNN,diode,?YN??,field,YYYYY
alarm,NYNNN,flung,YYNYN,flint,YYYYY
erupt,NNN?N,clasp,NN?N?,aping,YY?NN,aphid,YYYYY
abled,NNN??,erode,?????,decor,YYYYY
chump,NN???,dumpy,YYYYY
froth,N??NN,board,N?N??,decor,YYYYY
drove,NNNNN,blunt,NN?NN,ficus,YNN?N,fuzzy,YYYYY
endow,N?NNN,crank,NNY?N,again,YYYYY
clean,NN??N,grave,NNYN?,heath,NYYYY,death,YYYYY
groin,NNYN?,ebony,?NYYN,alone,YNYYY,atone,YYYYY
canoe,NNNN?,berry,NYNNN,heist,?YNN?,depth,YYYYY
amply,YNY?N,alpha,YYYYY
foist,YY?NN,folio,YYYYY
drive,?NNNN,bland,N?NN?,godly,YYYYY
forgo,NYNNN,coast,YYNYN,copse,YYYYY
gayer,NNN?N,cleft,?N?NY,evict,YNYYY,edict,YYYYY
artsy,?NNNN,havoc,NYNNN,gamma,NYNNN,fable,YYYYY
haven,NNNN?,bingo,Y??NN,briny,YYYYN,brink,YYYYY
daddy,NNNN?,buyer,NNYYY,flyer,YNYYY,foyer,YYYYY
audio,NN??N,drink,Y??NN,dirge,YYYNN,dirty,YYYYY
acute,NNNNN,going,Y???N,groin,YYYYY
chart,NN??N,dream,NYN?N,arrow,YY?YN,arbor,YYYYY
flare,NNN?Y,grope,NYYNY,drone,NYYYY,crone,YYYYY
coven,YNNNN,cramp,Y??NN,cigar,YYN??,circa,YYYYY
goner,YNNNN,gamut,YNN??,gusty,YYYYY
curio,NN??N,grimy,YYYYN,grime,YYYYY
grain,NNNN?,hence,NN?NN,blunt,NNNYN,downy,YYYYY
honey,YNN?N,heard,Y??NN,haute,YYNYY,haste,YYYYY
cease,?NN?N,focus,N??N?,disco,YYYYY
broom,NNNNN,fleet,NNNNN,duchy,?NNNY,giddy,YYYYY
enjoy,NNNNN,crisp,N?NNN,alarm,YY??N,altar,YYYYY
blitz,YNNNN,bawdy,YNN?N,brood,YNNNY,bused,YYYYY
blink,NYY?N,align,YYYNY,alien,YYYYY
butch,NN?NY,froth,NNNYY,depth,NYNYY,heath,YYYYY
angel,?NNNN,chair,NNYNN,boast,NYYNN,foamy,YYYYY
gumbo,NNN??,botch,??NNN,above,NYYN?,ebony,YYYYY
guest,NNYNN,creek,Y?YYN,cheer,YYYYY
gamut,NNN?N,bluer,NN??N,dunce,YYYYY
erode,YNNNY,elite,YYNYY,elate,YYYYY
await,Y?NNN,arrow,YNNNY,askew,YYYYY
eclat,NNY?N,dally,N?Y?Y,alloy,YYYYY
arena,N??NN,forge,NN?N?,diver,YNN?Y,demur,YYYYY
abase,NNNNN,goody,NNYNY,crony,YYYYY
bleat,YNN?N,brand,YN?NN,baggy,YYNN?,bayou,YYYYY
ferry,?N??N,drift,NYNYN,gruff,YYYYY
gypsy,?NNNN,bugle,N??NN,cough,NYYYY,dough,YYYYY
crepe,NNYNN,blend,N?YN?,dwelt,YYYYN,dwell,YYYYY
honey,NNNNN,crick,NNNNN,awful,YNN??,adult,YYYYY
again,YNNNN,aloft,Y?NNN,apply,YNN?N,abled,YYYYY
cheek,YNNNY,crack,YNNNY,clink,YYYYY
canny,N?NNN,graft,N??NN,debar,??N?Y,aider,YYYYY
argue,?NNNN,chain,NNYYN,flail,YYYYY
groin,NYYYN,droit,NYYYN,broil,YYYYY
bawdy,YNNNY,burly,YYN?Y,bulky,YYYYY
afoul,YNYNN,agora,YNYNN,adobe,YYYNN,adopt,YYYYY
creek,NNNNY,flask,NYNNY,blink,YYYYY
climb,YN?NN,curio,YNY?N,circa,YYYYY
chase,NNNNN,grill,NNN??,fluff,YY?NN,flout,YYYYY
bevel,N?N?N,chafe,N??NY,haste,YYNYY,haute,YYYYY
cling,YNNNN,curve,YNNN?,cheat,YYYYN,cheap,YYYYY
eking,?NY?N,anime,Y?YN?,alien,YYYYY
hatch,NYNNN,gaudy,YYYNN,gauze,YYYNY,gauge,YYYYY
guise,NNNNN,croak,?NN?N,hatch,NYYYY,batch,YYYYY
axial,?NN?N,harem,NYNNN,fatty,YYNNN,fauna,YYYYY
flume,?YYNN,bluff,YYYYY
grunt,NNNNY,chest,NNYNY,fleet,N?YNY,dwelt,YYYYY
anode,NNN?Y,drive,?NNNY,budge,NYYYY,fudge,YYYYY
flare,NNN??,cyber,NNYYY,ember,YYYYY
after,??YNN,fatty,YYYNN,fatal,YYYYY
clump,NYYNN,blunt,YYYNY,blurt,YYYYY
eaten,??N?N,dream,NNYYN,cheap,NNYYN,bleak,YYYYY
crown,NNNNN,guise,YYNY?,guess,YYYYN,guest,YYYYY
gamer,???NN,among,???N?,dogma,YYYYY
greet,NN???,abate,?N???,fetal,YYYYY
aloof,NNYNN,cross,?NYNN,epoch,YYYYY
cameo,NNN?N,bible,NNNN?,erupt,?N?NN,guess,YYYYY
crank,Y??NN,cobra,YNN??,carve,YYYNN,carat,YYYYY
error,?NNNN,ashen,NNN??,fence,NNYNY,binge,YYYYY
heard,??YNN,chafe,YYYNY,chase,YYYYY
gloss,NYNNN,cleat,NY?N?,flute,NYNYY,elite,YYYYY
hence,NYN?N,gecko,NYYNN,decay,YYYNY,decry,YYYYY
apple,NNNNN,boost,NNNNN,curvy,Y??NN,churn,YYYYY
flock,N?NNN,anvil,NNN??,build,NNYYN,exile,YYYYY
gaily,NNN?N,elude,NYN?N,blood,YYYNY,blond,YYYYY
borne,NN??N,grain,NYYYY,drain,YYYYY
focus,?NNNN,afire,N?Y??,brief,NYYYY,grief,YYYYY
click,NNNNN,baron,YYYNN,barge,YYYYY
cacti,NNNNN,error,NNN?N,blond,NYY?N,flown,YYYYY
grasp,N??NN,altar,YNNN?,adorn,YYYYN,adore,YYYYY
cacao,?Y?NN,basic,NYNN?,farce,NYNYN,hatch,YYYYY
girth,NNNN?,duchy,NNN?Y,heavy,YN?NY,happy,YYYYY
golem,NNN?N,curse,NNNN?,fetid,NY???,deity,YYYYY
bliss,YNNNY,bonus,YYYYY
bulky,N??NN,clued,N??NN,ghoul,NNYYY,afoul,YYYYY
havoc,NNNNN,bring,NNYNN,elite,Y?YNY,exile,YYYYY
erect,???N?,deter,NY?N?,berth,YYYYY
bezel,NYNNN,decoy,NYNNN,heart,NYNNN,feign,YYYYY
hoist,YNNNY,heart,YN?NY,haunt,YYYYY
copse,??NNN,frock,NN??N,bacon,NY?YN,havoc,YYYYY
heron,?NNNN,duchy,NN??N,chalk,???NN,batch,YYYYY
elegy,?N?NN,azure,?NYNY,haute,NYYNY,cause,YYYYY
brood,N?NNN,harry,NNNYN,clerk,NNYYN,exert,YYYYY
fugue,NNNYN,cloud,NNNY?,datum,YYYYY
bland,YNN?N,binge,YNYN?,bench,Y?YNN,boney,YYYYY
dying,NNNNN,boxer,Y?NN?,broom,YYYYN,brook,YYYYY
drape,NNNN?,flesh,NNYYN,guess,YYYYN,guest,YYYYY
burly,NNNNN,dozen,NYNNN,comic,YYNNN,coast,YYYYY
fever,YNNNN,focus,YN?NN,finch,YNNYN,flack,YYYYY
harem,NN?YN,green,N??YN,fever,NYNYY,deter,YYYYY
argue,NYNNY,drive,YYNYY,drove,YYYYY
bully,NNNYY,early,N?NYY,apply,YYNYY,aptly,YYYYY
exist,?NNNN,cable,NNNN?,fewer,YYNNY,femur,YYYYY
diode,YNNNY,delve,YYNNY,deuce,YYNNY,dense,YYYYY
eager,??N??,crave,NYYNY,drake,NYYNY,frame,YYYYY
hasty,YYNNY,harry,YYYNY,hardy,YYYNY,harpy,YYYYY
dutch,NNN?N,comfy,YNNNN,clink,YNNYN,crane,YYYYY
gazer,N?NNY,chair,NN??Y,briar,NYYYY,friar,YYYYY
frock,?NNNN,beefy,YYN?N,befit,YYYYY
ardor,?YNNN,crazy,NYYYN,graze,YYYYY
buyer,NN???,fiery,YN?YY,ferry,YYYYY
cagey,N?NNN,about,?NNYN,fraud,YYYYY
bosom,NYNNN,force,NYY??,corer,YYYYY
bingo,NNNNN,deuce,NNY?N,crust,YYYNN,crump,YYYYY
clump,YNNNN,cocoa,YYN?N,condo,YYYYY
colon,?NNNN,aback,NNNYN,ditch,NNYYY,fetch,YYYYY
crept,YY?NN,cruel,YYY?N,crude,YYYYY
bingo,NNNNN,crave,NN?NN,aptly,??NNY,happy,YYYYY
anger,NYN?N,enjoy,YYNNN,ensue,YYNYN,ennui,YYYYY
clamp,YNNNN,crush,Y?NNN,corer,YYYNN,corny,YYYYY
forty,N?N?N,ethos,N?NYN,allot,?NNY?,baton,YYYYY
blood,YYYNN,bloke,YYYNN,blown,YYYNN,bloat,YYYYY
comma,NNNNN,drive,N?NNN,blurt,NN?YN,furry,YYYYY
heart,N?N?N,crude,NYNN?,grief,NYYYY,brief,YYYYY
condo,NNNNN,guise,N??NN,fruit,YYYYY
groan,NNNNN,child,NNN?N,flume,N??NN,bulky,YYYYY
cough,NNYNN,blurb,NYYNN,elude,NYY?N,fluid,YYYYY
gruel,NNN??,flesh,N??NN,below,N?YNN,eclat,YYYYY
bleat,NYNNN,cliff,YYYNN,clink,YYYYN,cling,YYYYY
buggy,NNNYY,dodgy,NNNYY,elegy,YYYYY
epoxy,?N?NN,hovel,YYNYN,homer,YYYYY
climb,NNNNN,deter,NN?N?,frost,YYYN?,froth,YYYYY
chick,YNNNN,clump,YNYNN,court,YNY?Y,crust,YYYYY
flier,NNNNN,bonus,?NNNN,cabby,????N,aback,YYYYY
crock,YNNYY,click,YNYYY,chick,YYYYY
axion,NNN??,frond,NN?YN,count,YYYYY
hover,NNNN?,girly,NYYNN,circa,NYYNN,first,YYYYY
